x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.1804676650434096,-0.09386919928823019,-0.09404765024825637,-0.3512770887646215,-0.3729012661336681,-0.15666588009690263,-0.30783662333489853,-0.6579687926136812,-0.22282949877615693,-0.1589953691394142,-0.8035157679503435,-0.2835801351850364,-0.3074610071337947,-0.9990001212444128,-0.10670450174863912,-0.35078401182709,-1.4968798260666685,-0.22047237803649794,-0.3573366429092332,-1.782029962295378,-0.2872397040263752,-0.36017441685468615,-2.0588289843713667,-0.3363859699405208,-0.15105859450749887,-0.9806923810782396,-0.12419241007610576,-0.20846935803772734,-1.1499811615477318,-0.28417935166622177,-0.20536353266811896,-0.8028056252929302,-0.3071973265237716,-0.18243244325914926,-0.7032305448466947,-0.2921648531420947,-0.004362827353027489,-0.9223701136281504,-0.157655476044828,-0.04575353839322156,-1.0269772894695863,-0.30294819513997856,-0.06715634745130829,-0.6871506863406769,-0.2570167446056843,-0.05898250005099865,-0.6237416805886973,-0.19346123562750098,0.14208231387115408,-0.8335028915975751,-0.20287572171953647,0.10150565306290558,-0.968029425276765,-0.27992016297578404,0.05731481574919051,-0.7172264433641139,-0.2339592665838002,0.049865309556851464,-0.6315659424639246,-0.182252111905664,indicador
0.0,0.0,0.0,-0.1808030817360349,-0.06935287437816151,-0.08534496660705826,-0.36860025178370465,-0.33973791804138187,-0.1454984980448435,-0.3608448424992613,-0.6412047360996901,-0.21154627678727925,-0.21403685117933016,-0.7953778709612837,-0.2729488830726286,-0.31429526437906047,-0.9837354868375376,-0.08591138309432766,-0.35954353907014924,-1.4567373582780394,-0.19567926764463264,-0.36490181045885983,-1.7401131979757694,-0.2617092453412834,-0.36280327075048757,-2.004586310744135,-0.31045602585763826,-0.16552216289042368,-0.9806064701678899,-0.10494457707260105,-0.24012702440738917,-1.1111092255736108,-0.25997855041039986,-0.2322133372026527,-0.7636195524214072,-0.27982836083874774,-0.19890836357621763,-0.6636265366315616,-0.26179963393593636,-0.02489327475956248,-0.9367223506922038,-0.14030040996695728,-0.08821801552170411,-1.0080463907267867,-0.27883904553319505,-0.10032460594476054,-0.6737051650996219,-0.2282796382931136,-0.07781740215510555,-0.6164402970615271,-0.16201677228118974,0.11822880383079774,-0.8594326112080491,-0.18710745072003607,0.05279132428564011,-0.9607845619652666,-0.25713064409720954,0.01837422901872835,-0.7103047416632408,-0.20842516879339823,0.028564361984725988,-0.639751627857843,-0.15492351230759024,indicador
0.0,0.0,0.0,-0.18790519522659183,-0.07235948298888954,-0.07122943565708709,-0.382711063953971,-0.2983911176380848,-0.14323670163527252,-0.4368973043125386,-0.570984273436778,-0.22704259326938614,-0.32144379873726553,-0.7481014922575272,-0.3075239295157178,-0.3138751346798049,-0.9698784190405779,-0.07369099431369565,-0.3733115695915144,-1.4324520292656466,-0.18260609042164333,-0.40001342075060026,-1.7184652148661108,-0.24107339066056296,-0.4051710024445621,-1.9688938387612247,-0.2827604746386963,-0.17513020586507458,-0.978711979779997,-0.10701528689292644,-0.3009236528300696,-1.117674122307212,-0.2720850401201192,-0.2871730804223437,-0.7548283135489766,-0.2888111814384566,-0.23096194926109043,-0.6326924652264656,-0.26054719912502206,-0.040007739673884955,-0.9487115063569374,-0.15571821384434437,-0.15795011429043296,-0.9887905335605859,-0.3018899044203767,-0.14500249130983017,-0.652964120271366,-0.24397198528689987,-0.09240366785334789,-0.5936951399701694,-0.16722894120632625,0.10383059174818252,-0.8828432505440393,-0.2143074619640401,-0.020991029490548645,-0.9490059990012598,-0.28338502753033207,-0.034789736213243126,-0.6980066686712867,-0.2271280722981304,0.0035335055351178022,-0.6364778127470728,-0.1659597032965937,indicador
0.0,0.0,0.0,-0.20000545104249512,-0.08498273423607415,-0.05814804419625585,-0.37245262214353414,-0.30103699346624374,-0.12471800671500337,-0.46332180327186023,-0.5189917236146069,-0.20482911485140998,-0.4075622691155761,-0.7103493448755673,-0.28069168386272847,-0.28153611795384764,-0.9718974210779829,-0.048812278999142776,-0.33303957661816536,-1.396860447598423,-0.15406365158699448,-0.35904829243180214,-1.6678481680773656,-0.20891430957528387,-0.3659975243135439,-1.9019829335528813,-0.2467810571350438,-0.1533780096514834,-0.9845240654705072,-0.08477942359307432,-0.34746914255086403,-1.0765908394093355,-0.24500973269003126,-0.3400747448567335,-0.7165108268197342,-0.2586111692427161,-0.27430062509970454,-0.5909467771263006,-0.2252174913146679,-0.031012960195946078,-0.9459454155178375,-0.13555895554878897,-0.2169115905197244,-0.9016169652222839,-0.27388727603277796,-0.18590840461661554,-0.5920507883410248,-0.213435331307004,-0.11145006761164794,-0.5522808359643321,-0.13436946765932736,0.08722695058157315,-0.8519376218618174,-0.1956978083844475,-0.08432669531386036,-0.8221684162356149,-0.26431231586556114,-0.07811382575091556,-0.597850137574331,-0.21186992024401544,-0.01477127908129534,-0.5685411946880679,-0.15091216796081186,indicador
0.0,0.0,0.0,-0.24940752972987856,-0.08996463044960688,-0.046305553047183645,-0.4194642130514914,-0.21538676639137042,-0.13449080733194574,-0.5366327248591157,-0.32849440095261745,-0.23725810453308788,-0.5293316760593441,-0.4251114891608096,-0.3400267345848093,-0.32366849106400286,-0.9419914156153838,-0.08174223127464664,-0.45588231457176714,-1.2591923023214973,-0.18830464947082087,-0.5324705509687123,-1.496856781510377,-0.2561491973454109,-0.5869427623180679,-1.7190389627313152,-0.31127858659632207,-0.18972752910823476,-0.9737494940660463,-0.1257592442113209,-0.47084020071001603,-0.8263118748318956,-0.25045094265021933,-0.43848538264424297,-0.5059530994541677,-0.25214177566385976,-0.34862053906101487,-0.47135427999893476,-0.2367566696319656,-0.08575942789625435,-0.8959066796247144,-0.18204940477514003,-0.3708070046719631,-0.6909276598063748,-0.282922957205867,-0.33221708800599087,-0.43078032678215383,-0.20922327930241658,-0.24304660059888403,-0.4153611563920916,-0.14712145379278738,-0.011643405216274556,-0.7356374601658338,-0.24936394992468708,-0.25735155508521046,-0.5878204149366862,-0.31369118768649323,-0.2433858759445719,-0.4022574187464289,-0.26658624304091055,-0.17108809735750244,-0.3786252466770511,-0.21994645145236258,indicador
0.0,0.0,0.0,-0.27198854546711376,-0.1548095413773114,-0.014608958159503463,-0.44961829757081223,-0.32127903064185087,-0.09756764638967248,-0.5894111218181177,-0.3883592984209254,-0.19586713661525432,-0.6825065502073359,-0.3867431941061749,-0.2977210315934177,-0.37065059960238717,-0.9914327396782798,-0.10904728234280513,-0.5634469494781853,-1.29147388728852,-0.22958008343231692,-0.6890604083539864,-1.5132081946569256,-0.3091846373318425,-0.7851582748165054,-1.7253797887450313,-0.3709659802196337,-0.24296651950947543,-0.9545240968076527,-0.1727744744196513,-0.5888368695339057,-0.7363529989955627,-0.30028755726490375,-0.5648143802682671,-0.4155976800695976,-0.2961051013849557,-0.4729302839453039,-0.37135558083695513,-0.28345028529276417,-0.15695711757395048,-0.7948515180685457,-0.24345384252280466,-0.5012486717740287,-0.5329192523373757,-0.3510930656177387,-0.4533018394448261,-0.28944881948425266,-0.27118787990258286,-0.3480811516761312,-0.2946564878080215,-0.20832396898506506,-0.10090762730002555,-0.5760321479272934,-0.31950327037226767,-0.39603076970595014,-0.4059683089531192,-0.38787883919332045,-0.37391912182920933,-0.21410099023289483,-0.3281571736987897,-0.2850140835922307,-0.19934951159729458,-0.2753755340988598,indicador
0.0,0.0,0.0,-0.2169628713297611,-0.35860943889346536,-0.012147054286045806,-0.3802913586531726,-0.6747464684726079,-0.07903907622512454,-0.5439529078114534,-0.76921056243155,-0.1589238237376052,-0.6712094428192382,-0.6833866822042769,-0.24518169362849593,-0.18048171603787105,-1.1272856775257596,-0.10628430859220779,-0.2619346296895286,-1.5023712876158313,-0.20864455802374865,-0.3190059525857391,-1.7691116651354066,-0.2678501087025791,-0.35504272858458147,-2.0019289130776032,-0.31595542877285226,-0.08886913008762394,-0.9812510252350932,-0.17102252247159583,-0.4898442619588385,-0.9934165886556297,-0.3046834229577194,-0.5260441551397315,-0.7086639579654392,-0.3092630726615998,-0.4527858390660488,-0.6068026457500599,-0.295134042439289,-0.052508692394824995,-0.7361497720968587,-0.23954663073502078,-0.4450551137049093,-0.6758576640773565,-0.35389244325722374,-0.43096677619786594,-0.4850094726408135,-0.29964447742139544,-0.32996305368029205,-0.46377564275609323,-0.24342995263217662,-0.04938913194683681,-0.46671006990252445,-0.31105182052846014,-0.3709114527805154,-0.44580217753535023,-0.38268388748700977,-0.37602384310202414,-0.3230727503911857,-0.34290127902046824,-0.29559663324723423,-0.2950439049615597,-0.30017514011313773,indicador
0.0,0.0,0.0,-0.1340200591884982,-0.3238524391448747,-0.09414608288338809,-0.1834742409841374,-0.5831545458331098,-0.20090862059769388,-0.23120886377086455,-0.8152731031855781,-0.3158620738510131,-0.2541923911799225,-0.9012209527754953,-0.43108612522390727,0.11306376725626643,-1.1115878316610313,-0.13721547192298686,0.2251103923068403,-1.503021073587691,-0.2669718782620001,0.3095747269397004,-1.7806136413626332,-0.34801597935374323,0.39585101877771917,-1.9894024162097996,-0.4072292443485736,0.2509836018616081,-0.9543718244679802,-0.16180745427276383,-0.03180974603567942,-1.0739992928691664,-0.313569003048233,-0.15497196935059868,-0.838194142742329,-0.32680647349865305,-0.12985994947233293,-0.7051681738383979,-0.3106932997018006,0.3065594975541419,-0.7081110087609178,-0.20128821524928453,-0.013293052251976698,-0.7699682671925208,-0.3281884456957113,-0.0891941697219648,-0.5706901244153081,-0.26795665728503826,-0.04339200281900665,-0.4613158076095834,-0.20394478246121647,0.3058526989807912,-0.43906232120674654,-0.2558076280608166,0.03776228550315743,-0.48357405680604126,-0.3387412484518358,-0.04629397297225865,-0.3641692966345712,-0.30223253022971547,-0.026384733589659135,-0.2814174720760641,-0.25363348421475185,indicador
0.0,0.0,0.0,-0.10687909359919195,-0.3173621791347767,-0.11874183505323538,-0.14886831295818254,-0.6775978978573312,-0.23160724032557287,-0.1402803636642457,-0.9382988014622036,-0.34839979592283915,-0.024920677776546732,-0.8416229013619826,-0.4635559465770465,0.23142727612808978,-1.1159772937238237,-0.15536983756101852,0.4305486495880824,-1.5034273003256464,-0.301368795185747,0.5767167403318965,-1.744412813066197,-0.3931749499440817,0.7105249229344521,-1.921708120266691,-0.45894524839271184,0.37776567134351546,-0.9105196160951613,-0.16806881406228655,0.19527852232066048,-1.0704279775396122,-0.35656335910375575,0.03656555159321564,-0.831812263744346,-0.38257795281869417,0.01819242886699089,-0.6833442477798439,-0.3611479310339227,0.4522408760893887,-0.6400814117264564,-0.19782106636688193,0.21917961411584816,-0.7168783390356761,-0.34682534534273346,0.10116717125527054,-0.5357495515160584,-0.28937159890059444,0.11652981613283911,-0.45012245958186564,-0.21502722913904246,0.4814733534426479,-0.3518806139394455,-0.24456469104022216,0.2813859706472697,-0.43064235779016535,-0.32590506562027083,0.1750094382101183,-0.3254720128846077,-0.28195548595221614,0.18446154009804616,-0.2654356123718548,-0.223745173099184,indicador
0.0,0.0,0.0,-0.13794484994716866,-0.2174953270213193,-0.1190411712936465,-0.22228288834170104,-0.5173111363712415,-0.2251948917695216,-0.20047880256921385,-0.6370937465513762,-0.32916646422181967,-0.0583510127616451,-0.53374482025652,-0.431420144354636,0.07164421453390353,-1.0846819246724084,-0.19726214416219162,0.2659075972314781,-1.4604728169826438,-0.3399637873972242,0.41608463710935634,-1.674677615738099,-0.4378883637593263,0.5563110356144878,-1.8557548860547595,-0.5119984577432618,0.25887599889134455,-0.9449850237133682,-0.19996630254983805,0.10142635912407393,-0.8498440656639402,-0.36590067159899475,-0.026575513097939468,-0.5965641429138802,-0.3918759748761911,-0.039682972253572445,-0.5278847516232023,-0.38678673305999545,0.36942875392220625,-0.7002115481149314,-0.2156711458188616,0.18494741235036558,-0.5524570275757121,-0.33705182819675966,0.07567428479234696,-0.38671794288861966,-0.28209785327688025,0.07489965136079609,-0.3862050835247993,-0.22511328904829242,0.4392145339151722,-0.42556295578054304,-0.24884871485130472,0.27932099726596105,-0.3088393510390347,-0.3284132335429174,0.1695735302570162,-0.20027329580879982,-0.29447174505993123,0.14989610669116896,-0.21016303135068787,-0.24809873618075542,indicador
