x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.17874870139466856,-0.09531396525926276,-0.09635049510516797,-0.3364515309655986,-0.34921853831692995,-0.1568506811150907,-0.27124264077686505,-0.6027110176889506,-0.21469576054867515,-0.10921126890723101,-0.7244789869329521,-0.26758437694374915,-0.2985640572900396,-0.9703986473681097,-0.14177207600458996,-0.33945027624239055,-1.4773372637561757,-0.2413707349656473,-0.3404533908266646,-1.756122278827974,-0.3053035998123281,-0.34843341983767007,-2.026571696408615,-0.35455747145049643,-0.14754491764233765,-0.978291498718435,-0.14552058553055067,-0.16916476967775318,-1.0966009358578621,-0.28350541802704093,-0.15380965604248795,-0.7351628742112022,-0.30523263158557656,-0.14005221071546778,-0.5668042121515139,-0.29786276826936114,-0.008971090426460833,-0.9407053542633437,-0.16058628024255378,-0.004518275800970869,-1.044079980076744,-0.2845320674624998,-0.022743290494621142,-0.7173397703536791,-0.25345866055133504,-0.03126737460851237,-0.5713380739466468,-0.20589701225266194,0.12475175196639772,-0.8656016437274743,-0.18650926940618906,0.13930720019451845,-1.0633080054480406,-0.2619440913997042,0.09297149424332385,-0.8282262219134549,-0.23221811966051162,0.06187618901036129,-0.6624654333607086,-0.19256663615401234,indicador
0.0,0.0,0.0,-0.1709582364747341,-0.07158344225487717,-0.09272544122199036,-0.34727332664978655,-0.3374824121540778,-0.15754499862136553,-0.31538591483527967,-0.6022466046841645,-0.2249663979791651,-0.1423589951521793,-0.689775220592338,-0.2899878097740556,-0.27962470185773136,-0.9641567142290671,-0.1270558508004114,-0.3150156234764742,-1.469864210048123,-0.22428557349329795,-0.32143743176986905,-1.7524430653340595,-0.27960565572059387,-0.3319867516137089,-2.020207016258682,-0.32345813327625345,-0.13113744762072324,-0.9817792070923093,-0.13752293755122658,-0.18944659466424307,-1.078047621651519,-0.28911777709741715,-0.17497315093589336,-0.7272616642042302,-0.30817837277537463,-0.14401062880637566,-0.5738803156264075,-0.29110078063053324,0.0064683568107531874,-0.9394179595161652,-0.15967042594013767,-0.03448658037835326,-0.9900776335404657,-0.29888743548525565,-0.04929718634054171,-0.6745655973845057,-0.26173655531240547,-0.03812365507248678,-0.5550981985503264,-0.2029551347698542,0.13998502076690436,-0.8589159681100359,-0.19210834735970897,0.11326051049705614,-1.0098983906198555,-0.27267393672606927,0.06826046521390935,-0.7723850001549748,-0.23747675758498005,0.05838819565182655,-0.6343407590127044,-0.19100320011383468,indicador
0.0,0.0,0.0,-0.21101103865887846,-0.04427958300504035,-0.06327907970575473,-0.4164982727526297,-0.18565672982072473,-0.14562787802915927,-0.5116783131716532,-0.32965889099681567,-0.24060462131159546,-0.38193609349860663,-0.4504683270760133,-0.33371755032031264,-0.38346076057093204,-0.916077026432935,-0.1124809265210284,-0.49169486149956865,-1.3656420898693677,-0.24042332401964048,-0.5579545152232556,-1.6414092000710494,-0.31778630342609593,-0.6082830586129035,-1.8893855493675809,-0.3739043701746991,-0.2455487463290522,-0.958269751425969,-0.146372458742217,-0.4399212929332477,-0.8870276176816786,-0.30190528336524847,-0.3875885923752271,-0.524552114246662,-0.30378022729345255,-0.29521732169176423,-0.48132327987315116,-0.2766226413083677,-0.10865448777976215,-0.9196190696988373,-0.19376372926905983,-0.2751388241359792,-0.8430094654808854,-0.32432092642678423,-0.2490827052324329,-0.5322099720212192,-0.24368653871465273,-0.17548572778335783,-0.5090351636196441,-0.16021408910883728,0.022879619921392876,-0.8163714909720651,-0.2529482411525834,-0.11398273817037932,-0.8176667369458033,-0.3186658055947514,-0.13576332178139722,-0.5825912822635422,-0.25363352743647055,-0.08730849327835377,-0.52488859852459,-0.18691466280312927,indicador
0.0,0.0,0.0,-0.24828110050926938,0.0063255204978759335,-0.06623200522669935,-0.43054123868482336,-0.06296739998546068,-0.17446127190020436,-0.5628928521353659,-0.11495842151682129,-0.296628094967933,-0.5123183086355397,-0.19604825204805568,-0.4191523670847984,-0.4552652791575283,-0.8508787735346522,-0.12769486703146635,-0.604993063816382,-1.2015446214986734,-0.26146894063537984,-0.6989605099348668,-1.4480339038238577,-0.3500272499544094,-0.7737738927090181,-1.6758298981568827,-0.4170719702380777,-0.32189352742428734,-0.9323706910726534,-0.16452796549843,-0.5710196958977509,-0.6657582692966676,-0.30634607261464053,-0.4943400016347973,-0.35149588463824283,-0.30319942126653715,-0.3918498141018554,-0.3718005048106251,-0.28261694327804393,-0.1936193724271911,-0.8913479797294516,-0.21500759634925648,-0.4231321390186294,-0.6188313556715863,-0.3242089094668619,-0.3733210966300579,-0.36714655217705366,-0.23091133665435215,-0.2819372639998025,-0.39177753128095777,-0.1524458201446737,-0.08286993315107626,-0.7642228342217305,-0.2798158458130236,-0.2756048910020861,-0.6241135278066592,-0.3427609475429551,-0.27753994853767483,-0.41823392792300346,-0.2774098170686431,-0.21112485693894287,-0.3870316225204952,-0.21486373529917877,indicador
0.0,0.0,0.0,-0.3052146512133391,0.04426227879492431,-0.03179213927544762,-0.5155353708694318,-0.025141565441023566,-0.12548261833589455,-0.6628508419279178,-0.06728467915615717,-0.23734975255249963,-0.6675410389015981,-0.0992843094355572,-0.3514496718824615,-0.5388376340629509,-0.8312682793877164,-0.1106445947665463,-0.7296411284236439,-1.14826555971706,-0.22313280085377177,-0.856474940258321,-1.3607056820275039,-0.2941396497399722,-0.9577387209320863,-1.557924402245774,-0.3529835423356043,-0.41258148477216533,-0.8947487958936328,-0.170883324727985,-0.7064060988307505,-0.553491826891896,-0.29500067934091745,-0.6221291368083434,-0.2477952556825529,-0.2821327205420219,-0.5155926263385159,-0.26812474840035216,-0.2614800076346424,-0.30503314424910594,-0.8100139089058336,-0.24101465196504882,-0.5943452671052758,-0.45558556869460404,-0.3418178349596163,-0.5246568085458314,-0.22790503832714518,-0.2495696524955413,-0.4218281242419561,-0.2665738616693125,-0.17767482414418725,-0.22130402916324557,-0.6287756415005815,-0.3217868843739237,-0.4699576417329379,-0.4266734574036524,-0.38968391195980745,-0.4498633478300481,-0.25416367935170864,-0.32989512594336845,-0.3679635568601506,-0.23622870062933654,-0.2739552556850072,indicador
0.0,0.0,0.0,-0.18677608372531415,-0.1710791913440789,0.09159332397625894,-0.42315439576279285,-0.3304009554524782,0.08424075853543923,-0.5923094597161818,-0.41894408180372306,0.057551331270422716,-0.698632679617722,-0.33293524872765456,0.022862330164796035,-0.5100713405150784,-0.9425641533644482,-0.048184033902523356,-0.7557884325450923,-1.1941817333697973,-0.13791407443241788,-0.9170219852416007,-1.3849013951748608,-0.22065368430459054,-1.0557202876167442,-1.543973479983978,-0.287826533823727,-0.4438700356094465,-0.888559512872642,-0.11593698103539628,-0.7796833705234015,-0.5649100598676169,-0.16984211724977222,-0.711714471663742,-0.3475025358294819,-0.15118430539726385,-0.6003502460646768,-0.34612276737618064,-0.15155843119806583,-0.40774540877510984,-0.6715312255608878,-0.17677475513364133,-0.7431980151665553,-0.3879559049339335,-0.23613579684286276,-0.6783259138173737,-0.20541275630575395,-0.1791313757000866,-0.5580133950368602,-0.2514357641202613,-0.14511427985509512,-0.3936257056884688,-0.4199472748410041,-0.22760889796327968,-0.7046073213771951,-0.24173940079018816,-0.2706592674682785,-0.6577411620529989,-0.08195771386402176,-0.22383240783514552,-0.5456820925125202,-0.07122295561871644,-0.1881647249655019,indicador
0.0,0.0,0.0,-0.15174732075576478,-0.4139365551816124,0.09781834183603291,-0.37671098295317995,-0.654120540583593,0.09586196054494918,-0.5830967793487309,-0.6673578054554824,0.0694616202380076,-0.7341747724818669,-0.5378701716871905,0.03085949278544336,-0.5302915551997834,-0.9968287456371581,-0.046282371675468316,-0.8486944439645985,-1.2525500631759112,-0.1283935349184921,-1.0352735430462985,-1.4137139252602737,-0.1882136364417322,-1.1960968996314065,-1.5486678211568927,-0.23515795998818823,-0.5291019279046378,-0.8392301306101808,-0.12547484912768092,-0.8640597708453618,-0.5949050375352251,-0.18383517774237543,-0.7646842209934015,-0.39986016429097343,-0.15959463928211481,-0.6462137510492492,-0.41919147802180146,-0.14977784496816596,-0.5282817549178712,-0.5541776979250214,-0.19502066331373974,-0.8600199190966789,-0.36115314000097387,-0.25042204717157035,-0.7642103951938292,-0.1976533816323633,-0.17695495127509833,-0.6414440777539373,-0.2376201334727876,-0.1281962643621427,-0.5271653434449061,-0.23630095052066305,-0.2558936154997763,-0.85061246483821,-0.17788329222960247,-0.297551633360277,-0.7961283395753255,-0.042361584265221956,-0.23565864132537337,-0.6874648953447335,-0.018118060053347606,-0.18383374977421232,indicador
0.0,0.0,0.0,-0.1608942084958941,-0.5072092087080216,0.07649577058694634,-0.40727562888134716,-0.7917067896752198,0.052229912613135636,-0.5959852433122365,-0.7712767493903193,0.0075694542356954594,-0.7510766744128291,-0.5777786168494332,-0.053892410153889084,-0.5155769517744008,-1.0922936251518212,-0.11679407285204267,-0.8675306070647871,-1.399794529084307,-0.1845770749495087,-1.0680789297805915,-1.5682328194912873,-0.21412319854052148,-1.236584033495692,-1.7026448386445137,-0.23720380038397756,-0.5684498433573308,-0.7988685663917083,-0.19665652599973094,-0.8764177473625503,-0.7894690983204744,-0.25155838665794106,-0.7728503275516939,-0.6216081469764017,-0.21646015686679737,-0.6468620526608647,-0.5913557186968745,-0.19713338519391688,-0.599394108194594,-0.42642970132133456,-0.2611271231957279,-0.889317844652191,-0.4711336263603846,-0.2979067577085245,-0.7963705526455728,-0.3548285681750682,-0.21310107275057824,-0.6740240188977696,-0.3275035885556952,-0.16087387565081884,-0.618834562988475,-0.0468735555342786,-0.3191386616534858,-0.9148568851391511,-0.22453430033102023,-0.33554209118955886,-0.8621298184527826,-0.18461875478514522,-0.25804572322783276,-0.7565600786506422,-0.13874906227453424,-0.19974075028537083,indicador
0.0,0.0,0.0,-0.05832812971550028,-0.569317073026474,0.04426143104028988,-0.2147675659317045,-0.9494689842443897,0.03250961624209514,-0.373285483826506,-1.0497497557429112,0.012691362137310334,-0.5098529555032736,-0.9580605267276815,-0.017730627731133486,-0.3420314099917959,-1.1084387996809593,-0.11197611878267662,-0.6421038656324195,-1.5260379630087135,-0.14200818749176983,-0.8207787742416508,-1.7400404731264618,-0.1458143658967783,-0.9725994690174387,-1.893674933407731,-0.15286440668353746,-0.47989927070767524,-0.8639150225529898,-0.15279896525012393,-0.6312587363192107,-1.058499935808433,-0.16014983078597161,-0.5451831643768965,-0.9445619231151622,-0.11713879603772626,-0.45653920057556824,-0.8587933341066273,-0.09811079441413356,-0.574187768273962,-0.5716584868915359,-0.17956207568832255,-0.6811867590420864,-0.7921007771315298,-0.1672865493087828,-0.6022383510017677,-0.6966917987184357,-0.09993542679984224,-0.5271450008853334,-0.6022162570132391,-0.07071245178673158,-0.6411775648711273,-0.2783633965394954,-0.2036192386044553,-0.7792201190490993,-0.5345908122492137,-0.17946678678593408,-0.7132271593008267,-0.5110526179114537,-0.11191628661498426,-0.6357053916626404,-0.43096534023884414,-0.06757815448900983,indicador
0.0,0.0,0.0,-0.055831577642726025,-0.5965753740471192,0.04383911132057726,-0.22155273152047975,-0.9559197073051261,0.0357913859016559,-0.39220169328940035,-1.0069543635203881,0.02057143858322314,-0.5277769958863903,-0.8875626998895233,-0.003961026864710547,-0.32993562914343816,-1.0986258933529511,-0.10248452105179062,-0.6187155615222167,-1.5097510706038255,-0.12819361638224006,-0.7934731438409222,-1.7164577688434248,-0.13125448741672024,-0.9414467679130485,-1.8657127309148536,-0.1381166488134683,-0.4707794492407187,-0.8714153583035386,-0.13784768219060242,-0.5939527871311083,-1.0790174818762646,-0.13466766399380295,-0.5101012512340516,-0.9577621029498685,-0.08957241960618312,-0.4277863494077672,-0.8618711713441185,-0.0711061190263973,-0.5617957371477749,-0.596385386273002,-0.1600028389616453,-0.6375780550902952,-0.8108459605437628,-0.13598882453702316,-0.5572143061146755,-0.7061524419832438,-0.07166184675914021,-0.48720664497693017,-0.6020653190597156,-0.04695509970189844,-0.6225907453893148,-0.3300988998868202,-0.18002720289727245,-0.7389207452455199,-0.5638378358505384,-0.14408497035744905,-0.6738075631777717,-0.54194093527653,-0.0792293951144606,-0.5993123854179964,-0.4633297155695433,-0.03954828785140707,indicador
